Sentence,Groups,PatternType
a classmate of mary was looked at by him .,NSp,Affirmatives
a classmate of mary was looked at by john .,NSp,Affirmatives
a classmate of mary was looked at by my friend .,NSp,Affirmatives
a classmate of my sister was seen by him .,NSp,Affirmatives
a classmate of my sister was seen by john .,NSp,Affirmatives
a classmate of my sister was seen by my friend .,NSp,Affirmatives
a classmate of my sister was spotted by him .,NSp,Affirmatives
a classmate of my sister was spotted by john .,NSp,Affirmatives
a classmate of my sister was spotted by my friend .,NSp,Affirmatives
a classmate of my sister was endangered by him .,NSp,Affirmatives
a classmate of my sister was endangered by john .,NSp,Affirmatives
a classmate of my sister was endangered by my friend .,NSp,Affirmatives
a classmate of my sister was ruined by him .,NSp,Affirmatives
a classmate of my sister was ruined by john .,NSp,Affirmatives
a classmate of my sister was ruined by my friend .,NSp,Affirmatives
a classmate of my sister was looked at by him .,NSp,Affirmatives
a classmate of my sister was looked at by john .,NSp,Affirmatives
a classmate of my sister was looked at by my friend .,NSp,Affirmatives
the sister of her was seen by him .,NSp,Affirmatives
the sister of her was seen by john .,NSp,Affirmatives
the sister of her was seen by my friend .,NSp,Affirmatives
the sister of her was spotted by him .,NSp,Affirmatives
the sister of her was spotted by john .,NSp,Affirmatives
the sister of her was spotted by my friend .,NSp,Affirmatives
the sister of her was endangered by him .,NSp,Affirmatives
the sister of her was endangered by john .,NSp,Affirmatives
the sister of her was endangered by my friend .,NSp,Affirmatives
the sister of her was ruined by him .,NSp,Affirmatives
the sister of her was ruined by john .,NSp,Affirmatives
the sister of her was ruined by my friend .,NSp,Affirmatives
the sister of her was looked at by him .,NSp,Affirmatives
the sister of her was looked at by john .,NSp,Affirmatives
the sister of her was looked at by my friend .,NSp,Affirmatives
the sister of mary was seen by him .,NSp,Affirmatives
the sister of mary was seen by john .,NSp,Affirmatives
the sister of mary was seen by my friend .,NSp,Affirmatives
the sister of mary was spotted by him .,NSp,Affirmatives
the sister of mary was spotted by john .,NSp,Affirmatives
the sister of mary was spotted by my friend .,NSp,Affirmatives
the sister of mary was endangered by him .,NSp,Affirmatives
the sister of mary was endangered by john .,NSp,Affirmatives
the sister of mary was endangered by my friend .,NSp,Affirmatives
the sister of mary was ruined by him .,NSp,Affirmatives
the sister of mary was ruined by john .,NSp,Affirmatives
the sister of mary was ruined by my friend .,NSp,Affirmatives
the sister of mary was looked at by him .,NSp,Affirmatives
the sister of mary was looked at by john .,NSp,Affirmatives
the sister of mary was looked at by my friend .,NSp,Affirmatives
the sister of my sister was seen by him .,NSp,Affirmatives
the sister of my sister was seen by john .,NSp,Affirmatives
the sister of my sister was seen by my friend .,NSp,Affirmatives
the sister of my sister was spotted by him .,NSp,Affirmatives
the sister of my sister was spotted by john .,NSp,Affirmatives
the sister of my sister was spotted by my friend .,NSp,Affirmatives
the sister of my sister was endangered by him .,NSp,Affirmatives
the sister of my sister was endangered by john .,NSp,Affirmatives
the sister of my sister was endangered by my friend .,NSp,Affirmatives
the sister of my sister was ruined by him .,NSp,Affirmatives
the sister of my sister was ruined by john .,NSp,Affirmatives
the sister of my sister was ruined by my friend .,NSp,Affirmatives
the sister of my sister was looked at by him .,NSp,Affirmatives
the sister of my sister was looked at by john .,NSp,Affirmatives
the sister of my sister was looked at by my friend .,NSp,Affirmatives
a portrait of her was seen by him .,NSp,Affirmatives
a portrait of her was seen by john .,NSp,Affirmatives
a portrait of her was seen by my friend .,NSp,Affirmatives
a portrait of her was spotted by him .,NSp,Affirmatives
a portrait of her was spotted by john .,NSp,Affirmatives
a portrait of her was spotted by my friend .,NSp,Affirmatives
a portrait of her was endangered by him .,NSp,Affirmatives
a portrait of her was endangered by john .,NSp,Affirmatives
a portrait of her was endangered by my friend .,NSp,Affirmatives
a portrait of her was ruined by him .,NSp,Affirmatives
a portrait of her was ruined by john .,NSp,Affirmatives
a portrait of her was ruined by my friend .,NSp,Affirmatives
a portrait of her was looked at by him .,NSp,Affirmatives
a portrait of her was looked at by john .,NSp,Affirmatives
a portrait of her was looked at by my friend .,NSp,Affirmatives
a portrait of mary was seen by him .,NSp,Affirmatives
a portrait of mary was seen by john .,NSp,Affirmatives
a portrait of mary was seen by my friend .,NSp,Affirmatives
a portrait of mary was spotted by him .,NSp,Affirmatives
a portrait of mary was spotted by john .,NSp,Affirmatives
a portrait of mary was spotted by my friend .,NSp,Affirmatives
a portrait of mary was endangered by him .,NSp,Affirmatives
a portrait of mary was endangered by john .,NSp,Affirmatives
a portrait of mary was endangered by my friend .,NSp,Affirmatives
a portrait of mary was ruined by him .,NSp,Affirmatives
a portrait of mary was ruined by john .,NSp,Affirmatives
a portrait of mary was ruined by my friend .,NSp,Affirmatives
a portrait of mary was looked at by him .,NSp,Affirmatives
a portrait of mary was looked at by john .,NSp,Affirmatives
a portrait of mary was looked at by my friend .,NSp,Affirmatives
a portrait of my sister was seen by him .,NSp,Affirmatives
a portrait of my sister was seen by john .,NSp,Affirmatives
a portrait of my sister was seen by my friend .,NSp,Affirmatives
a portrait of my sister was spotted by him .,NSp,Affirmatives
a portrait of my sister was spotted by john .,NSp,Affirmatives
a portrait of my sister was spotted by my friend .,NSp,Affirmatives
a portrait of my sister was endangered by him .,NSp,Affirmatives
a portrait of my sister was endangered by john .,NSp,Affirmatives
a portrait of my sister was endangered by my friend .,NSp,Affirmatives
a portrait of my sister was ruined by him .,NSp,Affirmatives
a portrait of my sister was ruined by john .,NSp,Affirmatives
a portrait of my sister was ruined by my friend .,NSp,Affirmatives
a portrait of my sister was looked at by him .,NSp,Affirmatives
a portrait of my sister was looked at by john .,NSp,Affirmatives
a portrait of my sister was looked at by my friend .,NSp,Affirmatives
a friend of her was seen by him .,NSp,Affirmatives
a friend of her was seen by john .,NSp,Affirmatives
a friend of her was seen by my friend .,NSp,Affirmatives
a friend of her was spotted by him .,NSp,Affirmatives
a friend of her was spotted by john .,NSp,Affirmatives
a friend of her was spotted by my friend .,NSp,Affirmatives
a friend of her was endangered by him .,NSp,Affirmatives
a friend of her was endangered by john .,NSp,Affirmatives
a friend of her was endangered by my friend .,NSp,Affirmatives
a friend of her was ruined by him .,NSp,Affirmatives
a friend of her was ruined by john .,NSp,Affirmatives
a friend of her was ruined by my friend .,NSp,Affirmatives
a friend of her was looked at by him .,NSp,Affirmatives
a friend of her was looked at by john .,NSp,Affirmatives
a friend of her was looked at by my friend .,NSp,Affirmatives
a friend of mary was seen by him .,NSp,Affirmatives
a friend of mary was seen by john .,NSp,Affirmatives
a friend of mary was seen by my friend .,NSp,Affirmatives
a friend of mary was spotted by him .,NSp,Affirmatives
a friend of mary was spotted by john .,NSp,Affirmatives
a friend of mary was spotted by my friend .,NSp,Affirmatives
a friend of mary was endangered by him .,NSp,Affirmatives
a friend of mary was endangered by john .,NSp,Affirmatives
a friend of mary was endangered by my friend .,NSp,Affirmatives
a friend of mary was ruined by him .,NSp,Affirmatives
a friend of mary was ruined by john .,NSp,Affirmatives
a friend of mary was ruined by my friend .,NSp,Affirmatives
a friend of mary was looked at by him .,NSp,Affirmatives
a friend of mary was looked at by john .,NSp,Affirmatives
a friend of mary was looked at by my friend .,NSp,Affirmatives
a friend of my sister was seen by him .,NSp,Affirmatives
a friend of my sister was seen by john .,NSp,Affirmatives
a friend of my sister was seen by my friend .,NSp,Affirmatives
a friend of my sister was spotted by him .,NSp,Affirmatives
a friend of my sister was spotted by john .,NSp,Affirmatives
a friend of my sister was spotted by my friend .,NSp,Affirmatives
a friend of my sister was endangered by him .,NSp,Affirmatives
a friend of my sister was endangered by john .,NSp,Affirmatives
a friend of my sister was endangered by my friend .,NSp,Affirmatives
a friend of my sister was ruined by him .,NSp,Affirmatives
a friend of my sister was ruined by john .,NSp,Affirmatives
a friend of my sister was ruined by my friend .,NSp,Affirmatives
a friend of my sister was looked at by him .,NSp,Affirmatives
a friend of my sister was looked at by john .,NSp,Affirmatives
a friend of my sister was looked at by my friend .,NSp,Affirmatives
who did he see the person that dated ?,RO,Wh-interrogatives
who did he see the person that worked with ?,RO,Wh-interrogatives
who did he see the person that assisted ?,RO,Wh-interrogatives
who did he see the person that liked ?,RO,Wh-interrogatives
who did he see the person who dated ?,RO,Wh-interrogatives
who did he see the person who worked with ?,RO,Wh-interrogatives
who did he see the person who assisted ?,RO,Wh-interrogatives
who did he see the person who liked ?,RO,Wh-interrogatives
who did he spot the person that dated ?,RO,Wh-interrogatives
who did he spot the person that worked with ?,RO,Wh-interrogatives
who did he spot the person that assisted ?,RO,Wh-interrogatives
who did he spot the person that liked ?,RO,Wh-interrogatives
who did he spot the person who dated ?,RO,Wh-interrogatives
who did he spot the person who worked with ?,RO,Wh-interrogatives
who did he spot the person who assisted ?,RO,Wh-interrogatives
who did he spot the person who liked ?,RO,Wh-interrogatives
who did he meet the person that dated ?,RO,Wh-interrogatives
who did he meet the person that worked with ?,RO,Wh-interrogatives
who did he meet the person that assisted ?,RO,Wh-interrogatives
who did he meet the person that liked ?,RO,Wh-interrogatives
who did he meet the person who dated ?,RO,Wh-interrogatives
who did he meet the person who worked with ?,RO,Wh-interrogatives
who did he meet the person who assisted ?,RO,Wh-interrogatives
who did he meet the person who liked ?,RO,Wh-interrogatives
who did he hate the person that dated ?,RO,Wh-interrogatives
who did he hate the person that worked with ?,RO,Wh-interrogatives
who did he hate the person that assisted ?,RO,Wh-interrogatives
who did he hate the person that liked ?,RO,Wh-interrogatives
who did he hate the person who dated ?,RO,Wh-interrogatives
who did he hate the person who worked with ?,RO,Wh-interrogatives
who did he hate the person who assisted ?,RO,Wh-interrogatives
who did he hate the person who liked ?,RO,Wh-interrogatives
who did john see the person that dated ?,RO,Wh-interrogatives
who did john see the person that worked with ?,RO,Wh-interrogatives
who did john see the person that assisted ?,RO,Wh-interrogatives
who did john see the person that liked ?,RO,Wh-interrogatives
who did john see the person who dated ?,RO,Wh-interrogatives
who did john see the person who worked with ?,RO,Wh-interrogatives
who did john see the person who assisted ?,RO,Wh-interrogatives
who did john see the person who liked ?,RO,Wh-interrogatives
who did john spot the person that dated ?,RO,Wh-interrogatives
who did john spot the person that worked with ?,RO,Wh-interrogatives
who did john spot the person that assisted ?,RO,Wh-interrogatives
who did john spot the person that liked ?,RO,Wh-interrogatives
who did john spot the person who dated ?,RO,Wh-interrogatives
who did john spot the person who worked with ?,RO,Wh-interrogatives
who did john spot the person who assisted ?,RO,Wh-interrogatives
who did john spot the person who liked ?,RO,Wh-interrogatives
who did john meet the person that dated ?,RO,Wh-interrogatives
who did john meet the person that worked with ?,RO,Wh-interrogatives
who did john meet the person that assisted ?,RO,Wh-interrogatives
who did john meet the person that liked ?,RO,Wh-interrogatives
who did john meet the person who dated ?,RO,Wh-interrogatives
who did john meet the person who worked with ?,RO,Wh-interrogatives
who did john meet the person who assisted ?,RO,Wh-interrogatives
who did john meet the person who liked ?,RO,Wh-interrogatives
who did john hate the person that dated ?,RO,Wh-interrogatives
who did john hate the person that worked with ?,RO,Wh-interrogatives
who did john hate the person that assisted ?,RO,Wh-interrogatives
who did john hate the person that liked ?,RO,Wh-interrogatives
who did john hate the person who dated ?,RO,Wh-interrogatives
who did john hate the person who worked with ?,RO,Wh-interrogatives
who did john hate the person who assisted ?,RO,Wh-interrogatives
who did john hate the person who liked ?,RO,Wh-interrogatives
who did my friend see the person that dated ?,RO,Wh-interrogatives
who did my friend see the person that worked with ?,RO,Wh-interrogatives
who did my friend see the person that assisted ?,RO,Wh-interrogatives
who did my friend see the person that liked ?,RO,Wh-interrogatives
who did my friend see the person who dated ?,RO,Wh-interrogatives
who did my friend see the person who worked with ?,RO,Wh-interrogatives
who did my friend see the person who assisted ?,RO,Wh-interrogatives
who did my friend see the person who liked ?,RO,Wh-interrogatives
